DATES,NSEBANK 11/26/20 C24100 INDEX
2020-10-27,1380.7
2020-10-28,1102.9
2020-10-29,1024.9
2020-10-30,918.65
2020-11-02,1496.3
2020-11-03,1951.05
2020-11-04,1973.95
2020-11-05,2450.2
2020-11-06,2864.05
2020-11-09,3426.6
2020-11-10,4600.0
2020-11-11,4800.15
2020-11-12,4226.45
2020-11-13,4406.9
2020-11-14,4530.65
2020-11-17,5106.7
2020-11-18,5672.3
2020-11-19,4799.1
2020-11-20,5152.85
2020-11-23,4932.6
2020-11-24,5609.6
2020-11-25,5099.2
2020-11-26,29549.75
